 Mean of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve,is_pulsar
111.234375,0.482263526,1.466555184,11.4348402,0
111.296875,0.36261467,2.719899666,16.15697366,0
108.0078125,0.013410889,2.72909699,19.37290775,0
114.1171875,0.201607094,2.004180602,15.98559602,0
116.03125,-0.353180454,8.464882943,35.61414741,0
126.6484375,0.033683263,2.794314381,16.64937959,0
86.1875,2.476268337,2.410535117,16.29974832,0
133.84375,-0.129623936,1.213210702,10.21592269,0
118.34375,0.158966205,2.247491639,13.69839793,0
82.859375,3.258133863,2.120401338,14.35370969,0
97.5703125,0.056412342,2.819397993,18.07562592,0
130.8359375,-0.49444035,126.7299331,83.43642448,0
112.9375,2.175571826,4.566889632,25.70685737,0
107.015625,0.046503338,3.384615385,18.05155838,0
107.0625,1.378782975,2.449832776,19.91671602,0
122.828125,-0.27445349,98.78177258,69.04133343,0
137.7421875,-0.175048019,5.68729097,28.06977461,0
130.7109375,-0.104380149,8.845317726,36.03454752,0
129.1328125,-0.435551737,2.349498328,17.88190332,0
86.7421875,1.035307582,2.33277592,15.17940525,0
121.296875,0.094841221,2.474080268,17.81144733,0
138.0078125,0.69869319,1.415551839,11.37754605,0
116.6640625,-0.374969242,4.642976589,25.66312098,0
129.6171875,0.066342183,2.135451505,14.16836344,0
90.4921875,3.56381368,1.72909699,14.45782204,0
101.4453125,0.680233617,2.602842809,18.66659488,0
108.8046875,0.203601241,3.658026756,23.457268,0
96.4140625,-0.31881954,0.414715719,8.425767782,0
106.234375,0.48648332,2.569397993,14.98737596,0
103.1796875,0.310377078,2.674749164,21.22936688,0
126.2578125,0.191783477,4.950668896,28.10244769,0
115.140625,0.061520744,3.122073579,20.18870378,0
119.8984375,-0.528427658,4.04180602,24.57913147,0
122.59375,-0.079433834,0.617892977,8.549305018,0
96.5625,1.051191206,1.16722408,11.67926138,0
90.375,1.217530004,4.678093645,26.70176341,0
124.5234375,-0.188136126,1.782608696,16.73453657,0
131.8203125,0.169025916,2.326086957,13.79959363,0
130.46875,-0.255226417,2.265886288,18.35203524,0
113.8671875,-0.144302003,28.60117057,66.7145667,0
95.6640625,0.535184976,2.897993311,16.51930955,0
76.8515625,1.464174807,3.22826087,21.03621429,0
133.515625,0.24284477,5.864548495,26.7608331,0
104.453125,0.855117828,1.736622074,11.85228327,0
74.625,2.142987592,3.774247492,22.79817379,0
72.5859375,4.4203351,8.022575251,37.46327511,0
124.4921875,0.273668563,1.742474916,15.09619884,0
116.6640625,0.371925691,2.14632107,14.58326897,0
127.96875,-0.638024391,0.783444816,11.35667235,0
101.53125,0.187751809,3.801003344,21.83586229,0
121.34375,-0.461698221,2.331939799,13.31447586,0
136.78125,-0.057091845,3.086120401,19.24646798,0
116.7265625,0.254086923,1.778428094,12.38013714,0
118.9140625,1.516888224,6.201505017,28.8331093,0
143.78125,0.945022725,2.340301003,13.5043811,0
89.9921875,0.71158463,3.62541806,22.108848,0
133.5859375,0.117526269,2.953177258,18.48866095,0
108.7109375,3.113800272,3.073578595,21.52927394,0
116.1640625,0.208861929,2.280100334,17.64076607,0
121.0625,-0.008215042,0.952341137,9.916131727,0
146.7578125,0.328858969,1.049331104,9.806663213,0
135.2734375,0.462083597,117.3779264,80.49672908,0
137.2265625,-0.092344579,1.357023411,10.83999435,0
125.3515625,-0.664227505,2.942307692,20.92663205,0
92.890625,1.964645676,42.98829431,74.76461298,1
137.140625,-0.342557557,2.614548495,13.52877853,0
128.265625,-0.539029493,2.398829431,15.21739781,0
114.390625,0.577216904,1.420568562,13.51845802,0
90.375,1.020898766,2.850334448,17.29906646,0
134.1484375,0.350015146,3.132943144,18.73972097,0
139.609375,-0.249245838,3.301003344,18.63421079,0
91.9609375,2.106137508,2.331939799,15.42711908,0
96.7109375,2.15323244,3.066889632,17.40619025,0
113.5625,-0.00052033,1.548494983,13.84548594,0
6.4140625,40.10131647,121.367893,61.4164204,1
136.2265625,-0.364193223,0.831939799,11.44885456,0
121.5234375,-0.157445479,1.664715719,15.87331091,0
79.6640625,1.201769503,1.394648829,12.8661012,0
130.578125,0.390125009,2.886287625,19.64446817,0
97.1015625,0.596783814,2.27090301,17.38051006,0
109.1796875,0.664331342,2.244983278,16.95501672,0
120.2578125,-0.898550474,4.782608696,26.33930069,0
130.984375,-0.178927182,2.846153846,15.0694516,0
120.1953125,-0.067409514,6.403010033,31.86727478,0
116.703125,-0.032394904,2.580267559,15.68724676,0
85.4375,3.110134495,13.99665552,46.64198651,1
87.4375,2.549712659,1.949832776,13.20329181,0
117.1875,-0.262712626,2.205685619,15.25380048,0
152.8203125,-0.076842481,80.38628763,92.69984078,0
118.078125,-0.381304525,1.826923077,12.06085368,0
112.3984375,0.452656972,2.852842809,17.20338936,0
121.1484375,-0.363356701,1.831103679,18.21131725,0
109.1328125,2.370445167,1.762541806,13.20631759,0
122.375,-0.050158237,1.355351171,13.3511231,0
126.8125,0.183496247,1.045150502,9.514711452,0
154.8359375,0.082159219,7.258361204,30.11531858,0
111.109375,-0.222447285,3.011705686,20.35581968,0
52.3359375,10.17917088,8.230769231,34.77594683,1
121.5625,-0.323513974,2.595317726,15.08992371,0
133.6640625,-0.55287738,1.54264214,12.05203411,0
102.46875,3.86018177,42.4138796,73.95063056,1
133.2578125,-0.634221422,19.59364548,53.43977725,0
90.3359375,0.480307341,25.48578595,64.60579433,0
109.4375,0.881520128,1.245819398,10.44766097,0
135.46875,-0.369041328,5.858695652,27.63630131,0
110.9453125,-0.135012107,2.307692308,15.86625669,0
106.1171875,0.386882312,8.192307692,34.16296976,0
110.8828125,-0.213843634,1.803511706,13.33247429,0
139.203125,-0.194295093,2.931438127,20.02290448,0
95.0546875,3.239652195,2.25083612,20.08449437,0
124.53125,0.105936777,12.51839465,45.5563398,0
137.6796875,-0.148845059,2.593645485,18.73679048,0
25.5546875,20.81807034,54.17391304,67.09045101,1
136.484375,0.004607327,4.56187291,23.83275797,0
109.5,-0.521528792,1.425585284,16.70890799,0
126.953125,-0.436448406,2.356187291,15.1689555,0
116.890625,0.088698766,2.06187291,17.52779497,0
131.15625,-0.110626991,2.193979933,18.79948313,0
153.1953125,-0.11413839,2.410535117,19.33975897,0
122.8984375,-0.083966013,116.9489967,83.26531059,0
109.9140625,1.29704565,23.2090301,53.68910366,0
111.9921875,-0.003349939,4.117056856,20.90185723,0
118.6171875,0.15853158,1.632943144,11.84317332,0
43.9453125,33.78045606,35.83277592,59.02865182,1
96.4296875,1.564022641,3.868729097,23.96057224,0
138.2890625,0.399336444,2.848662207,17.45988254,0
106.984375,2.362172001,2.695652174,18.4599634,0
117.1328125,0.867394611,2.566889632,16.31933751,0
124.171875,-0.141825046,2.535117057,19.49589454,0
131.46875,0.858819441,2.259197324,18.62236152,0
123.4453125,-0.398795663,4.877090301,22.76278964,0
66.90625,6.426508686,20.9632107,53.43976058,1
127.703125,-0.544716348,1.107859532,12.70974813,0
126.8203125,0.573886126,2.871237458,17.47774913,0
110.828125,0.404831953,1.226588629,13.26541491,0
87.796875,0.202493385,2.741638796,16.20719643,0
132.15625,-0.096358884,1.013377926,10.79513493,0
115.890625,0.958502623,3.107023411,18.68920022,0
129.3046875,0.344964304,1.91722408,16.12795837,0
137.1640625,0.126129917,3.206521739,19.72549895,0
144.9453125,-0.518092868,2.050167224,14.92296243,0
126.1875,-0.162331753,1.922240803,12.59179566,0
112.3984375,2.741427148,1.505852843,12.84357129,0
109.296875,0.043936063,7.106187291,32.02073317,0
143.25,1.237165118,4.9590301,27.47977354,0
83.890625,2.101265215,2.006688963,19.12137666,0
144.8359375,-0.128216356,4.496655518,26.92667776,0
110.8125,-0.090994273,3.836956522,19.98300295,0
107.4375,0.275920666,1.454849498,12.73404838,0
120.0625,0.665287184,1.576923077,16.86360598,0
132.65625,-0.472006828,2.450668896,15.08443597,0
118.3125,-0.041774021,2.892976589,18.14900932,0
112.6328125,0.152513008,2.743311037,21.87132093,0
154.78125,0.443944469,5.49916388,28.87933319,0
120.3046875,-0.187436993,3.165551839,17.94252298,0
98.8125,1.332003818,5.149665552,24.56596828,0
85.5234375,2.476574339,1.95735786,18.37346734,0
97.9609375,0.413454048,2.356187291,20.40661625,0
81.0078125,5.222868449,97.56187291,84.41051951,1
135.5234375,-0.419012785,2.815217391,19.91105143,0
122.7734375,-0.515920685,6.024247492,33.37774448,0
112.4375,0.291441883,1.997491639,18.94819977,0
52.296875,9.256108689,39.7090301,72.78769893,1
105.5,0.860092995,2.08277592,19.14167399,1
39.1484375,23.3089483,37.52759197,71.31374746,1
116.875,-0.881813409,47.74498328,82.76512694,0
134.75,0.013015151,6.60367893,35.07364617,0
99.0390625,2.276886361,0.964882943,9.944516862,1
107.4765625,-0.09543628,1.376254181,10.49927078,0
126.59375,-0.193151411,2.751672241,22.31522507,0
115.8984375,0.033288917,2.030936455,16.38081142,0
114.59375,-0.439090799,3.236622074,21.11217919,0
114.1796875,-0.506763613,2.013377926,15.21248019,0
89.4453125,0.590102639,2.329431438,17.31674726,0
111.3203125,-0.125501952,2.20819398,15.85356168,0
107.2421875,0.20625052,1.20735786,13.5882036,0
130.0703125,-0.209469363,2.025083612,13.1701385,0
129.578125,-0.431489386,3.193979933,19.70830336,0
128.3046875,-0.141520318,3.801839465,20.38742719,0
117.15625,-0.238739493,8.443979933,34.89074259,0
97.2890625,3.480823216,1.071070234,12.10388972,0
113.5703125,0.372981054,1.460702341,12.39966936,0
120.734375,0.738142028,1.512541806,12.03835884,0
138.3046875,0.011023106,1.606187291,17.1783268,0
96.703125,0.306566433,2.809364548,14.29258687,0
90.6015625,0.956666442,1.120401338,12.40147331,0
127.578125,-0.457150771,3.780100334,20.14560639,0
143.71875,-0.296106587,1.238294314,14.07674516,0
21.078125,21.42781175,110.4816054,73.16368804,1
102.9140625,0.185437914,3.799331104,22.60952236,0
120.6640625,-0.748657078,20.66889632,47.60017498,0
111.125,0.557409184,1.010033445,13.49891237,0
134.46875,-0.642960484,1.700668896,16.38333743,0
118.375,0.261904376,8.387959866,36.66051418,0
105.546875,1.377361057,3.37541806,22.36655779,0
103.2890625,0.90421686,9.057692308,36.84223596,0
96.5859375,0.68107138,2.537625418,14.76989919,0
125.2109375,0.602769983,2.70735786,17.97060902,0
79.765625,3.560003457,1.947324415,15.01436551,0
127.7734375,-0.578751719,3.239966555,22.9453351,0
110.53125,-0.034614626,1.837792642,11.313063,0
92.0078125,0.978137969,1.326086957,15.26326459,0
43.671875,13.02126336,111.1070234,75.48962974,1
89.3359375,0.758533857,2.056856187,14.16122331,0
119.109375,0.88210259,3.18729097,22.12725522,0
93.78125,0.00933542,4.706521739,25.961542,0
111.6171875,0.472828155,1.296822742,12.11606454,0
89.8359375,2.514956561,3.89548495,26.66781181,1
116.9921875,0.742504482,4.133779264,24.48090846,0
120.9921875,0.210154224,1.611204013,14.39197478,0
100.5703125,1.333624758,0.640468227,10.11701609,0
128.6484375,-0.109914059,2.902173913,17.49743303,0
125.4375,-0.510120963,2.026755853,16.52349963,0
89.7578125,1.970539756,3.551003344,20.78480859,0
112.3359375,0.663276774,4.510869565,24.12067035,0
146.1640625,-0.55575902,176.4423077,75.75173442,0
108.4375,0.147769888,2.04264214,12.86048189,0
131.6015625,1.134500436,9.810200669,35.19256529,0
117.8671875,0.366840446,1.899665552,12.54376819,0
60.9296875,11.22161938,28.29598662,58.38129497,1
76.390625,3.122740946,8.984949833,33.55719085,0
130.578125,-0.530730217,2.195652174,14.513234,0
136.125,-0.555772288,2.382107023,16.11773097,0
55.4609375,10.46368843,21.26839465,55.18975207,1
115.5078125,-0.200101117,1.090301003,10.11109888,0
